"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Tennessee","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee","SF",6.23,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.31,5.31,5.31,5.31,5.31,5.31,5.31,6.18,6.18,6.18,6.18,6.18,6.18,5.29,5.29,5.29,5.29,5.29,5.29
"Tennessee","WF",0.25,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.25,0.25,0.21,0.21,0.21,0.21,0.21,0.21
"Tennessee","Total Forest Land Converted to Land",25.17,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.96,21.96,21.96,21.96,21.96,21.96,21.96,22.19,22.19,22.19,22.19,22.19,22.19,22.19,26.19,26.19,26.19,26.19,26.19,26.19,22.45,22.45,22.45,22.45,22.45,22.45
"Tennessee","FC",6.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.59,5.59,5.59,5.59,5.59,5.59,5.59,5.52,5.52,5.52,5.52,5.52,5.52,5.52,6.34,6.34,6.34,6.34,6.34,6.34,5.43,5.43,5.43,5.43,5.43,5.43
"Tennessee","FG",7.46,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.17,6.17,6.17,6.17,6.17,6.17,6.17,7.09,7.09,7.09,7.09,7.09,7.09,6.08,6.08,6.08,6.08,6.08,6.08
"Tennessee","FO",0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09
"Tennessee","FS",10.15,8.97,8.97,8.97,8.97,8.97,8.97,8.97,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.62,9.62,9.62,9.62,9.62,9.62,9.62,11.68,11.68,11.68,11.68,11.68,11.68,10.01,10.01,10.01,10.01,10.01,10.01
"Tennessee","FW",0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.98,0.98,0.98,0.98,0.98,0.98,0.84,0.84,0.84,0.84,0.84,0.84
"Texas","Total Forest Land",13878.46,13921.37,13964.29,14007.2,14050.11,14093.02,14135.94,14178.85,14221.76,14264.67,14318.38,14372.08,14425.78,14479.48,14533.19,14586.89,14640.59,14694.29,14748,14801.7,14887.65,14973.61,15059.56,15145.52,15231.47,15317.43,15403.38,15489.34,15575.29,14887.65,14973.61,15059.56,15145.52,15231.47
"Texas","FF",13640.77,13649.97,13692.88,13735.79,13778.7,13821.62,13864.53,13907.44,13950.35,13993.27,14064.9,14118.6,14172.3,14226.01,14279.71,14333.41,14387.11,14440.82,14494.52,14548.22,14591.16,14677.12,14763.07,14849.03,14934.98,15020.93,15106.89,15192.84,15278.8,14591.16,14677.12,14763.07,14849.03,14934.98
"Texas","Total Land Converted to Forest Land",237.69,271.41,271.41,271.41,271.41,271.41,271.41,271.41,271.41,271.41,253.48,253.48,253.48,253.48,253.48,253.48,253.48,253.48,253.48,253.48,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49,296.49
"Texas","CF",7.86,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.81
"Texas","GF",212.61,242.76,242.76,242.76,242.76,242.76,242.76,242.76,242.76,242.76,226.73,226.73,226.73,226.73,226.73,226.73,226.73,226.73,226.73,226.73,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22,265.22
"Texas","OF",1.37,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"Texas","SF",11.98,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94
"Texas","WF",3.87,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
"Texas","Total Forest Land Converted to Land",208.71,228.5,228.5,228.5,228.5,228.5,228.5,228.5,228.5,228.5,199.77,199.77,199.77,199.77,199.77,199.77,199.77,199.77,199.77,199.77,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54,210.54
"Texas","FC",3.42,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
"Texas","FG",172.81,186.64,186.64,186.64,186.64,186.64,186.64,186.64,186.64,186.64,159.95,159.95,159.95,159.95,159.95,159.95,159.95,159.95,159.95,159.95,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4,163.4
"Texas","FO",0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
"Texas","FS",28.29,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41
"Texas","FW",3.94,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
"Texas","Total Woodlands Remaining Woodlands",8687.62,8616.99,8557.47,8497.94,8438.41,8378.89,8319.36,8259.83,8200.3,8140.78,8103.64,8017.06,7930.49,7843.91,7757.34,7670.76,7584.19,7497.61,7411.04,7324.46,7190.39,7037.89,6885.4,6732.9,6580.41,6427.91,6275.42,6122.92,5970.42,7190.39,7037.89,6885.4,6732.9,6580.41
"Utah","Total Forest Land",4229.44,4240.55,4251.66,4262.77,4273.88,4286.85,4299.83,4312.81,4325.78,4338.76,4351.73,4364.71,4377.69,4390.66,4403.64,4418.82,4434,4449.19,4464.37,4479.56,4494.74,4509.92,4525.11,4540.29,4555.47,4418.82,4434,4449.19,4464.37,4479.56,4494.74,4509.92,4525.11,4540.29
"Utah","FF",4192.35,4203.46,4214.57,4225.68,4236.79,4248.68,4261.66,4274.64,4287.61,4300.59,4313.56,4326.54,4339.51,4352.49,4365.47,4379.38,4394.56,4409.75,4424.93,4440.11,4455.3,4470.48,4485.66,4500.85,4516.03,4379.38,4394.56,4409.75,4424.93,4440.11,4455.3,4470.48,4485.66,4500.85
"Utah","Total Land Converted to Forest Land",37.09,37.09,37.09,37.09,37.09,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44,39.44
"Utah","CF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah","GF",35.13,35.13,35.13,35.13,35.13,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,36.16,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36,37.36
"Utah","OF",1.79,1.79,1.79,1.79,1.79,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91
"Utah","SF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Utah","WF",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
"Utah","Total Forest Land Converted to Land",25.98,25.98,25.98,25.98,25.98,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26
"Utah","FC",0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
"Utah","FG",24.81,24.81,24.81,24.81,24.81,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97
"Utah","FO",0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
"Utah","FS",0.72,0.72,0.72,0.72,0.72,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"Utah","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah","Total Woodlands Remaining Woodlands",3088.06,3073.68,3059.3,3044.92,3030.54,3015.14,2998.04,2980.93,2963.83,2946.72,2929.62,2912.52,2895.41,2878.31,2861.2,2842.93,2822.63,2802.33,2782.03,2761.73,2741.43,2721.13,2700.83,2680.53,2660.23,2842.93,2822.63,2802.33,2782.03,2761.73,2741.43,2721.13,2700.83,2680.53
"Vermont","Total Forest Land",1921.72,1918.39,1915.06,1911.73,1908.22,1904.71,1901.2,1897.69,1894.18,1890.67,1887.52,1884.37,1881.22,1878.07,1874.93,1871.78,1868.63,1864.82,1861.02,1857.21,1853.41,1849.6,1845.8,1841.92,1838.04,1834.16,1830.28,1826.4,1822.52,1841.92,1838.04,1834.16,1830.28,1826.4
"Vermont","FF",1920.37,1917.04,1913.7,1910.37,1906.88,1903.37,1899.86,1896.35,1892.84,1889.33,1886.38,1883.24,1880.09,1876.94,1873.79,1870.64,1867.49,1863.51,1859.71,1855.9,1852.1,1848.29,1844.49,1840.62,1836.74,1832.86,1828.99,1825.11,1821.23,1840.62,1836.74,1832.86,1828.99,1825.11
"Vermont","Total Land Converted to Forest Land",1.36,1.36,1.36,1.36,1.34,1.34,1.34,1.34,1.34,1.34,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.31,1.31,1.31,1.31,1.31,1.31,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
"Vermont","CF",0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
"Vermont","GF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Vermont","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont","SF",0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
"Vermont","WF",0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
"Vermont","Total Forest Land Converted to Land",4.69,4.69,4.69,4.69,4.85,4.85,4.85,4.85,4.85,4.85,4.29,4.29,4.29,4.29,4.29,4.29,4.29,5.12,5.12,5.12,5.12,5.12,5.12,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17
"Vermont","FC",1.01,1.01,1.01,1.01,1.06,1.06,1.06,1.06,1.06,1.06,0.97,0.97,0.97,0.97,0.97,0.97,0.97,1.23,1.23,1.23,1.23,1.23,1.23,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
"Vermont","FG",1.38,1.38,1.38,1.38,1.37,1.37,1.37,1.37,1.37,1.37,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.17,1.17,1.17,1.17,1.17,1.17,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
"Vermont","FO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"Vermont","FS",1.72,1.72,1.72,1.72,1.83,1.83,1.83,1.83,1.83,1.83,1.68,1.68,1.68,1.68,1.68,1.68,1.68,2.11,2.11,2.11,2.11,2.11,2.11,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26
"Vermont","FW",0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.59,0.59,0.59,0.59,0.59,0.59,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
"Virginia","Total Forest Land",6613.96,6610.85,6607.75,6604.64,6601.53,6597.43,6593.32,6589.22,6585.11,6581.01,6576.49,6571.98,6567.46,6562.95,6558.44,6553.47,6548.5,6543.53,6538.56,6533.59,6528.07,6522.55,6517.03,6511.51,6505.99,6500.69,6495.4,6490.11,6484.81,6479.52,6474.22,6499.63,6493.28,6486.93
"Virginia","FF",6597.23,6594.12,6591.01,6587.91,6584.8,6577.43,6573.33,6569.22,6565.12,6561.01,6556.59,6552.07,6547.56,6543.04,6538.53,6533.66,6528.69,6523.72,6518.75,6513.78,6508.37,6502.85,6497.33,6491.81,6486.29,6484.38,6479.08,6473.79,6468.49,6463.2,6457.91,6480.05,6473.7,6467.35
"Virginia","Total Land Converted to Forest Land",16.73,16.73,16.73,16.73,16.73,20,20,20,20,20,19.91,19.91,19.91,19.91,19.91,19.81,19.81,19.81,19.81,19.81,19.7,19.7,19.7,19.7,19.7,16.32,16.32,16.32,16.32,16.32,16.32,19.58,19.58,19.58
"Virginia","CF",4.87,4.87,4.87,4.87,4.87,5.82,5.82,5.82,5.82,5.82,5.79,5.79,5.79,5.79,5.79,5.77,5.77,5.77,5.77,5.77,5.74,5.74,5.74,5.74,5.74,4.75,4.75,4.75,4.75,4.75,4.75,5.7,5.7,5.7
"Virginia","GF",4.83,4.83,4.83,4.83,4.83,5.77,5.77,5.77,5.77,5.77,5.74,5.74,5.74,5.74,5.74,5.71,5.71,5.71,5.71,5.71,5.68,5.68,5.68,5.68,5.68,4.7,4.7,4.7,4.7,4.7,4.7,5.65,5.65,5.65
"Virginia","OF",0.15,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.15,0.15,0.15,0.15,0.15,0.18,0.18,0.18
"Virginia","SF",5.87,5.87,5.87,5.87,5.87,7.02,7.02,7.02,7.02,7.02,6.99,6.99,6.99,6.99,6.99,6.95,6.95,6.95,6.95,6.95,6.92,6.92,6.92,6.92,6.92,5.73,5.73,5.73,5.73,5.73,5.73,6.87,6.87,6.87
"Virginia","WF",1.01,1.01,1.01,1.01,1.01,1.21,1.21,1.21,1.21,1.21,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,0.98,0.98,0.98,0.98,0.98,0.98,1.18,1.18,1.18
"Virginia","Total Forest Land Converted to Land",19.84,19.84,19.84,19.84,19.84,24.1,24.1,24.1,24.1,24.1,24.42,24.42,24.42,24.42,24.42,24.78,24.78,24.78,24.78,24.78,25.22,25.22,25.22,25.22,25.22,21.61,21.61,21.61,21.61,21.61,21.61,25.93,25.93,25.93
"Virginia","FC",4.29,4.29,4.29,4.29,4.29,5.23,5.23,5.23,5.23,5.23,5.32,5.32,5.32,5.32,5.32,5.44,5.44,5.44,5.44,5.44,5.57,5.57,5.57,5.57,5.57,4.78,4.78,4.78,4.78,4.78,4.78,5.74,5.74,5.74
"Virginia","FG",5.77,5.77,5.77,5.77,5.77,6.77,6.77,6.77,6.77,6.77,6.58,6.58,6.58,6.58,6.58,6.35,6.35,6.35,6.35,6.35,6.08,6.08,6.08,6.08,6.08,4.79,4.79,4.79,4.79,4.79,4.79,5.75,5.75,5.75
"Virginia","FO",0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.09,0.09,0.09,0.09,0.09,0.23,0.23,0.23,0.23,0.23,0.63,0.63,0.63,0.63,0.63,0.63,0.75,0.75,0.75
"Virginia","FS",9.23,9.23,9.23,9.23,9.23,11.43,11.43,11.43,11.43,11.43,11.81,11.81,11.81,11.81,11.81,12.23,12.23,12.23,12.23,12.23,12.69,12.69,12.69,12.69,12.69,10.98,10.98,10.98,10.98,10.98,10.98,13.18,13.18,13.18
"Virginia","FW",0.51,0.51,0.51,0.51,0.51,0.63,0.63,0.63,0.63,0.63,0.65,0.65,0.65,0.65,0.65,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.43,0.43,0.43,0.43,0.43,0.43,0.52,0.52,0.52
"Washington","Total Forest Land",9077.71,9075.83,9073.95,9072.06,9070.18,9068.3,9066.42,9064.32,9062.23,9060.14,9058.04,9055.95,9053.86,9051.76,9049.67,9047.58,9045.48,9042.52,9039.55,9036.58,9033.61,9030.64,9027.67,9024.7,9021.74,9018.77,9042.81,9040.14,9037.47,9034.8,9032.13,9029.45,9026.78,9024.11
"Washington","FF",9062.56,9060.68,9058.79,9056.91,9055.03,9053.15,9051.27,9049.22,9047.13,9045.03,9042.94,9040.85,9038.75,9036.66,9034.57,9032.47,9030.38,9025.79,9022.82,9019.85,9016.89,9013.92,9010.95,9007.98,9005.01,9002.04,9027.76,9025.09,9022.42,9019.75,9017.07,9014.4,9011.73,9009.06
"Washington","Total Land Converted to Forest Land",15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05
"Washington","CF",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
"Washington","GF",5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34
"Washington","OF",2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89
"Washington","SF",5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98
"Washington","WF",1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
"Washington","Total Forest Land Converted to Land",17.03,17.03,17.03,17.03,17.03,17.03,17.03,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72
"Washington","FC",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Washington","FG",6,6,6,6,6,6,6,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71
"Washington","FO",3.48,3.48,3.48,3.48,3.48,3.48,3.48,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
"Washington","FS",4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
"Washington","FW",3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
"West Virginia","Total Forest Land",4969.43,4965.9,4962.37,4958.85,4955.65,4952.46,4949.26,4946.07,4942.87,4939.67,4936.48,4932.55,4928.63,4924.7,4920.77,4916.85,4912.92,4908.81,4904.7,4900.59,4896.47,4892.36,4888.25,4883.99,4879.72,4875.46,4871.19,4866.93,4862.67,4883.99,4879.72,4875.46,4871.19,4866.93
"West Virginia","FF",4961.54,4958.01,4954.49,4950.96,4948.93,4945.73,4942.54,4939.34,4936.15,4932.95,4929.76,4924.76,4920.83,4916.9,4912.98,4909.05,4905.12,4901.06,4896.95,4892.84,4888.73,4884.61,4880.5,4876.29,4872.02,4867.76,4863.5,4859.23,4854.97,4876.29,4872.02,4867.76,4863.5,4859.23
"West Virginia","Total Land Converted to Forest Land",7.89,7.89,7.89,7.89,6.72,6.72,6.72,6.72,6.72,6.72,6.72,7.8,7.8,7.8,7.8,7.8,7.8,7.75,7.75,7.75,7.75,7.75,7.75,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
"West Virginia","CF",0.69,0.69,0.69,0.69,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
"West Virginia","GF",3.4,3.4,3.4,3.4,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.36,3.36,3.36,3.36,3.36,3.36,3.34,3.34,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
"West Virginia","OF",0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"West Virginia","SF",3.69,3.69,3.69,3.69,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.65,3.65,3.65,3.65,3.65,3.65,3.62,3.62,3.62,3.62,3.62,3.62,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
"West Virginia","WF",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"West Virginia","Total Forest Land Converted to Land",11.41,11.41,11.41,11.41,9.92,9.92,9.92,9.92,9.92,9.92,9.92,11.72,11.72,11.72,11.72,11.72,11.72,11.86,11.86,11.86,11.86,11.86,11.86,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96
"West Virginia","FC",1.06,1.06,1.06,1.06,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.26,1.26,1.26,1.26,1.26,1.26,1.42,1.42,1.42,1.42,1.42,1.42,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
"West Virginia","FG",2.96,2.96,2.96,2.96,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.87,2.87,2.87,2.87,2.87,2.87,2.76,2.76,2.76,2.76,2.76,2.76,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
"West Virginia","FO",0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"West Virginia","FS",7.1,7.1,7.1,7.1,6.17,6.17,6.17,6.17,6.17,6.17,6.17,7.3,7.3,7.3,7.3,7.3,7.3,7.41,7.41,7.41,7.41,7.41,7.41,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53
